observer,condition,trial,time_taken,acc
8,feature,17,26.747476,0.6666666666666666
8,feature,18,28.886365,0.6666666666666666
8,feature,19,29.803726,0.5897435897435898
8,feature,20,30.368941,0.6666666666666666
8,conjunction,2,33.092106,0.5897435897435898
8,conjunction,4,31.80401,0.6153846153846154
8,conjunction,5,35.243322,0.5641025641025641
8,conjunction,6,30.857399,0.5128205128205128
8,conjunction,7,31.011175,0.6410256410256411
8,conjunction,8,32.78899,0.6666666666666666
8,conjunction,9,29.606368,0.5897435897435898
8,conjunction,10,32.369592,0.5897435897435898
8,conjunction,11,35.645859,0.5897435897435898
8,conjunction,12,35.227845,0.48717948717948717
8,conjunction,13,34.766358,0.6410256410256411
8,conjunction,14,31.616015,0.5641025641025641
8,conjunction,15,46.306392,0.6923076923076923
8,conjunction,16,41.76668,0.6923076923076923
8,conjunction,17,37.198447,0.6410256410256411
8,conjunction,18,32.172872,0.5641025641025641
8,conjunction,19,32.954032,0.6666666666666666
8,conjunction,20,41.198045,0.48717948717948717
9,feature,1,24.477678,0.7435897435897436
9,feature,2,26.080015,0.6923076923076923
9,feature,3,21.794998,0.6410256410256411
9,feature,4,24.048241,0.7692307692307693
9,feature,5,25.662144,0.5641025641025641
9,feature,6,22.416803,0.717948717948718
9,feature,7,25.267117,0.6153846153846154
9,feature,8,24.897308,0.6923076923076923
9,feature,9,27.489061,0.717948717948718
9,feature,10,23.782639,0.6666666666666666
9,feature,11,26.879927,0.7692307692307693
9,feature,12,27.316303,0.7948717948717948
9,feature,13,26.13951,0.6923076923076923
9,feature,14,24.404061,0.6666666666666666
9,feature,15,24.064348,0.7435897435897436
9,feature,16,28.43028,0.5641025641025641
9,feature,17,26.376387,0.6153846153846154
9,feature,18,27.189858,0.6410256410256411
9,feature,19,23.430528,0.7692307692307693
9,feature,20,24.032444,0.6153846153846154
9,conjunction,1,42.959145,0.5384615384615384
9,conjunction,2,38.520459,0.5128205128205128
9,conjunction,3,34.9131,0.41025641025641024
9,conjunction,4,33.562268,0.6153846153846154
9,conjunction,5,32.009254,0.5128205128205128
9,conjunction,6,33.579799,0.6153846153846154
9,conjunction,7,39.616988,0.6153846153846154
9,conjunction,8,34.119309,0.6923076923076923
9,conjunction,9,40.895513,0.5384615384615384
9,conjunction,10,34.472213000000004,0.5641025641025641
9,conjunction,11,36.02366,0.5384615384615384
9,conjunction,12,39.221535,0.717948717948718
9,conjunction,13,35.059901,0.46153846153846156
9,conjunction,14,33.334737,0.6666666666666666
9,conjunction,15,38.741098,0.6410256410256411
9,conjunction,16,37.1425,0.6153846153846154
9,conjunction,17,33.90285,0.6410256410256411
9,conjunction,18,41.515851,0.5384615384615384
9,conjunction,19,35.260035,0.5384615384615384
9,conjunction,20,41.174114,0.6666666666666666
10,feature,1,32.653251,0.7948717948717948
10,feature,2,30.544463,0.6923076923076923
10,feature,3,30.00002,0.7435897435897436
10,feature,4,28.103283,0.6410256410256411
10,feature,5,28.7297,0.7948717948717948
10,feature,6,30.046701,0.7435897435897436
10,feature,7,27.539434,0.7435897435897436
10,feature,8,27.917264,0.6410256410256411
10,feature,9,24.748893,0.6410256410256411
10,feature,10,27.072572,0.7948717948717948
10,feature,11,24.358517,0.7435897435897436
10,feature,12,23.335948,0.6923076923076923
10,feature,13,26.82316,0.6153846153846154
10,feature,14,25.245186,0.6153846153846154
10,feature,15,25.266725,0.6666666666666666
10,feature,16,25.347101,0.7435897435897436
10,feature,17,26.216121,0.6666666666666666
10,feature,18,25.081001,0.6410256410256411
10,feature,19,25.724157,0.717948717948718
10,feature,20,25.447404,0.6666666666666666
10,conjunction,1,32.507368,0.6410256410256411
10,conjunction,2,31.1986,0.48717948717948717
10,conjunction,3,32.787079,0.6923076923076923
10,conjunction,4,31.269604,0.5897435897435898
10,conjunction,5,27.68459,0.5384615384615384
10,conjunction,6,28.199858,0.5384615384615384
10,conjunction,7,28.95633,0.5641025641025641
10,conjunction,8,28.72164,0.5384615384615384
10,conjunction,9,29.66563,0.717948717948718
10,conjunction,10,27.712109,0.5384615384615384
10,conjunction,11,30.078589,0.46153846153846156
10,conjunction,12,27.202133,0.6153846153846154
10,conjunction,13,25.993173,0.5641025641025641
10,conjunction,14,28.24571,0.5641025641025641
10,conjunction,15,27.220591,0.6410256410256411
10,conjunction,16,31.562744,0.46153846153846156
10,conjunction,17,27.723622,0.6923076923076923
10,conjunction,18,27.141375,0.48717948717948717
10,conjunction,19,28.878308,0.6153846153846154
10,conjunction,20,28.938204,0.6410256410256411
11,feature,1,29.029871,0.717948717948718
11,feature,3,29.209405,0.6410256410256411
11,feature,4,29.996533,0.7692307692307693
11,feature,5,27.585652,0.7435897435897436
11,feature,6,24.547599,0.7948717948717948
11,feature,7,26.383598,0.7435897435897436
11,feature,8,28.536441,0.6923076923076923
11,feature,9,27.272269,0.6923076923076923
11,feature,10,27.590701,0.6153846153846154
11,feature,11,28.27893,0.6923076923076923
11,feature,12,28.362455,0.7435897435897436
11,feature,13,27.754423,0.717948717948718
11,feature,14,27.38324,0.6666666666666666
11,feature,15,26.857601,0.8974358974358975
11,feature,16,25.986626,0.6923076923076923
11,feature,17,25.659724,0.6666666666666666
11,feature,18,27.454228,0.8717948717948718
11,feature,19,26.321187,0.5641025641025641
11,feature,20,26.337363,0.6666666666666666
11,conjunction,3,44.392617,0.6923076923076923
11,conjunction,4,49.534173,0.6410256410256411
11,conjunction,5,44.510756,0.7435897435897436
11,conjunction,6,52.200388,0.5897435897435898
11,conjunction,8,44.53853,0.7692307692307693
11,conjunction,9,41.804179,0.6666666666666666
11,conjunction,10,46.962407,0.5641025641025641
11,conjunction,11,42.122887,0.7692307692307693
11,conjunction,12,41.718902,0.5384615384615384
11,conjunction,13,38.864133,0.5128205128205128
11,conjunction,14,38.454696,0.6923076923076923
11,conjunction,15,40.289858,0.5641025641025641
11,conjunction,16,36.86618,0.6410256410256411
11,conjunction,17,37.320569,0.5384615384615384
11,conjunction,18,34.465457,0.5128205128205128
11,conjunction,19,34.734783,0.6410256410256411
12,feature,1,32.661259,0.6923076923076923
12,feature,2,35.99935,0.717948717948718
12,feature,3,36.509209,0.6923076923076923
12,feature,4,34.752297,0.717948717948718
12,feature,5,33.998398,0.6410256410256411
12,feature,6,31.506635,0.6923076923076923
12,feature,7,29.544408,0.6153846153846154
12,feature,8,31.943947,0.8461538461538461
12,feature,9,29.383451,0.5897435897435898
12,feature,10,31.553409,0.6410256410256411
12,feature,11,28.21253,0.6923076923076923
12,feature,12,29.606426,0.6923076923076923
12,feature,13,28.240943,0.717948717948718
12,feature,14,32.768311,0.6923076923076923
12,feature,15,28.647974,0.7948717948717948
12,feature,16,28.533912,0.717948717948718
12,feature,17,30.243838,0.717948717948718
12,feature,18,27.802019,0.6153846153846154
12,feature,19,25.982293,0.6666666666666666
12,feature,20,25.335794,0.6923076923076923
12,conjunction,1,36.989408,0.5384615384615384
12,conjunction,2,31.92525,0.6153846153846154
12,conjunction,3,32.953427,0.5897435897435898
12,conjunction,4,30.511127,0.5897435897435898
12,conjunction,5,27.078026,0.5384615384615384
12,conjunction,6,39.656167,0.46153846153846156
12,conjunction,7,46.364636,0.6410256410256411
12,conjunction,8,34.364924,0.717948717948718
12,conjunction,9,38.383779,0.6153846153846154
12,conjunction,10,31.232056,0.7948717948717948
12,conjunction,11,36.748053,0.5128205128205128
12,conjunction,12,34.255865,0.5384615384615384
12,conjunction,13,38.546948,0.6153846153846154
12,conjunction,14,36.038388,0.5897435897435898
12,conjunction,15,31.498578,0.6153846153846154
12,conjunction,16,31.829778,0.5384615384615384
12,conjunction,17,41.847915,0.5897435897435898
12,conjunction,18,43.775708,0.5128205128205128
12,conjunction,19,39.564948,0.717948717948718
12,conjunction,20,38.028509,0.6153846153846154
13,feature,1,27.458943,0.6153846153846154
13,feature,2,28.293376,0.717948717948718
13,feature,3,28.107093,0.6410256410256411
13,feature,4,27.223674,0.6666666666666666
13,feature,5,25.564795,0.6666666666666666
13,feature,6,26.982656,0.7435897435897436
13,feature,7,27.246323,0.717948717948718
13,feature,8,26.982325,0.6923076923076923
13,feature,9,24.069432,0.7948717948717948
13,feature,10,28.252873,0.7692307692307693
13,feature,11,24.590873,0.7435897435897436
13,feature,12,25.295965,0.6153846153846154
13,feature,13,24.191493,0.6153846153846154
13,feature,14,23.360318,0.6410256410256411
13,feature,15,24.01684,0.6923076923076923
13,feature,16,23.408573,0.5897435897435898
13,feature,17,23.511684,0.6923076923076923
13,feature,18,22.088314,0.7435897435897436
13,feature,19,25.855289,0.6923076923076923
13,feature,20,18.808989,0.8205128205128205
13,conjunction,1,26.975793,0.6666666666666666
13,conjunction,2,26.020548,0.5384615384615384
13,conjunction,3,27.866404,0.48717948717948717
13,conjunction,4,24.801533,0.5641025641025641
13,conjunction,5,27.685657,0.6153846153846154
13,conjunction,6,26.04211,0.5897435897435898
13,conjunction,7,26.760375,0.5897435897435898
13,conjunction,8,25.072102,0.5641025641025641
13,conjunction,9,28.405925,0.4358974358974359
13,conjunction,10,26.08887,0.5128205128205128
13,conjunction,11,27.264101,0.46153846153846156
13,conjunction,12,26.973433,0.5641025641025641
13,conjunction,13,26.556135,0.5384615384615384
13,conjunction,14,26.247711,0.5384615384615384
13,conjunction,16,27.398942,0.46153846153846156
13,conjunction,17,27.323722,0.5641025641025641
13,conjunction,18,26.606935,0.41025641025641024
13,conjunction,19,26.362029,0.6923076923076923
13,conjunction,20,24.488584,0.6153846153846154
14,feature,1,23.217276,0.7948717948717948
14,feature,3,23.801065,0.6410256410256411
14,feature,4,24.006039,0.5641025641025641
14,feature,6,23.968678,0.6410256410256411
14,feature,7,25.585578,0.6923076923076923
14,feature,8,20.802196,0.7692307692307693
14,feature,9,22.905202,0.717948717948718
14,feature,10,24.658945,0.7435897435897436
14,feature,11,27.076845,0.6410256410256411
14,feature,12,21.328467,0.717948717948718
14,feature,13,23.461093,0.5897435897435898
14,feature,14,25.655281,0.5384615384615384
14,feature,15,22.346192,0.5897435897435898
14,feature,16,21.382493,0.6410256410256411
14,feature,17,23.366078,0.6153846153846154
14,feature,18,22.607658,0.6153846153846154
14,feature,19,24.304761,0.5128205128205128
14,feature,20,21.284621,0.6666666666666666
14,conjunction,1,27.141374,0.5128205128205128
14,conjunction,2,27.262419,0.5128205128205128
14,conjunction,3,25.289354,0.5897435897435898
14,conjunction,4,22.550612,0.6923076923076923
14,conjunction,5,36.700541,0.46153846153846156
14,conjunction,6,22.758561,0.717948717948718
14,conjunction,7,21.039472,0.5641025641025641
14,conjunction,8,23.009433,0.6410256410256411
14,conjunction,9,25.594294,0.48717948717948717
14,conjunction,10,22.328325,0.5641025641025641
14,conjunction,11,23.573,0.6153846153846154
14,conjunction,12,25.545416,0.5641025641025641
14,conjunction,13,30.016879,0.5384615384615384
14,conjunction,14,24.478402,0.4358974358974359
14,conjunction,15,27.69817,0.5641025641025641
14,conjunction,17,27.242065,0.5384615384615384
14,conjunction,18,25.225847,0.5128205128205128
14,conjunction,19,27.8704,0.3333333333333333
14,conjunction,20,25.541139,0.6923076923076923
15,feature,1,38.665371,0.5128205128205128
15,feature,2,32.913531,0.6410256410256411
15,feature,3,34.37806,0.6666666666666666
15,feature,4,35.007396,0.5641025641025641
15,feature,5,32.457063,0.717948717948718
15,feature,6,34.730617,0.6923076923076923
15,feature,7,32.688442,0.6666666666666666
15,feature,8,28.439525,0.6410256410256411
15,feature,9,35.144416,0.6923076923076923
15,feature,11,33.471833,0.8461538461538461
15,feature,12,33.5758,0.48717948717948717
15,feature,13,33.436826,0.5384615384615384
15,feature,14,34.062321,0.7948717948717948
15,feature,15,29.7464,0.7948717948717948
15,feature,16,30.309377,0.6666666666666666
15,feature,17,29.873082,0.6923076923076923
15,feature,18,28.233581,0.717948717948718
15,feature,19,26.427388,0.717948717948718
15,feature,20,29.128638,0.717948717948718
15,conjunction,1,33.289584,0.5897435897435898
15,conjunction,2,33.953554,0.5897435897435898
15,conjunction,3,35.141846,0.6666666666666666
15,conjunction,4,32.981958,0.6666666666666666
15,conjunction,5,36.960576,0.717948717948718
15,conjunction,6,31.55351,0.6666666666666666
15,conjunction,7,32.444639,0.717948717948718
15,conjunction,8,32.594879,0.6153846153846154
15,conjunction,9,31.737129,0.6153846153846154
15,conjunction,10,34.417858,0.4358974358974359
15,conjunction,11,29.760373,0.5641025641025641
15,conjunction,12,37.017715,0.6410256410256411
15,conjunction,13,28.533916,0.6153846153846154
15,conjunction,14,33.563389,0.38461538461538464
15,conjunction,15,34.92335,0.7435897435897436
15,conjunction,16,30.71101,0.5641025641025641
15,conjunction,17,38.967521,0.5128205128205128
15,conjunction,18,30.754084,0.6153846153846154
15,conjunction,19,36.909372,0.6153846153846154
15,conjunction,20,41.024501,0.5641025641025641
16,feature,1,30.719141,0.7435897435897436
16,feature,2,30.166853,0.6923076923076923
16,feature,3,26.792176,0.6923076923076923
16,feature,4,27.706519,0.717948717948718
16,feature,5,25.084513,0.6410256410256411
16,feature,6,25.879938,0.7435897435897436
16,feature,7,29.642463,0.6153846153846154
16,feature,8,26.937908,0.717948717948718
16,feature,9,25.481989,0.6923076923076923
16,feature,10,24.684482,0.7435897435897436
16,feature,11,26.206706,0.6153846153846154
16,feature,12,24.017677,0.7692307692307693
16,feature,13,23.886585,0.6923076923076923
16,feature,14,24.729549,0.6410256410256411
16,feature,15,25.853402,0.717948717948718
16,feature,16,25.56907,0.7948717948717948
16,feature,17,26.417588,0.8717948717948718
16,feature,18,26.687768,0.6410256410256411
16,feature,19,26.733286,0.6410256410256411
16,feature,20,25.075109,0.6923076923076923
16,conjunction,1,29.487319,0.5641025641025641
16,conjunction,2,31.205417,0.5641025641025641
16,conjunction,3,25.992356,0.5897435897435898
16,conjunction,5,30.729323,0.48717948717948717
16,conjunction,6,26.814121,0.6410256410256411
16,conjunction,7,31.663291,0.6666666666666666
16,conjunction,8,30.551727,0.717948717948718
16,conjunction,9,30.443356,0.7692307692307693
16,conjunction,10,31.561814,0.6923076923076923
16,conjunction,11,30.514138,0.6666666666666666
16,conjunction,12,30.2107,0.6410256410256411
16,conjunction,14,26.829251,0.6923076923076923
16,conjunction,15,31.65469,0.6666666666666666
16,conjunction,16,28.259635,0.7692307692307693
16,conjunction,17,28.573993,0.5641025641025641
16,conjunction,18,25.73069,0.6153846153846154
16,conjunction,19,26.572724,0.6153846153846154
16,conjunction,20,27.187788,0.717948717948718
17,feature,1,26.502922,0.7692307692307693
17,feature,2,30.66562,0.7692307692307693
17,feature,3,29.841726,0.7692307692307693
17,feature,4,29.34356,0.7692307692307693
17,feature,6,34.181008,0.7435897435897436
17,feature,7,32.056784,0.6666666666666666
17,feature,8,24.882764,0.6923076923076923
17,feature,9,28.676352,0.5641025641025641
17,feature,10,29.063994,0.7692307692307693
17,feature,11,27.103534,0.7435897435897436
17,feature,12,27.603851,0.8205128205128205
17,feature,13,28.416267,0.717948717948718
17,feature,14,24.530573,0.8205128205128205
17,feature,15,26.230032,0.6410256410256411
17,feature,16,24.96045,0.8205128205128205
17,feature,17,25.368554,0.5897435897435898
17,feature,18,28.009844,0.7948717948717948
17,feature,19,25.347587,0.7692307692307693
17,feature,20,26.734476,0.717948717948718
17,conjunction,1,33.151595,0.5641025641025641
17,conjunction,2,29.269794,0.5384615384615384
17,conjunction,3,32.940582,0.6153846153846154
17,conjunction,5,27.920916,0.48717948717948717
