observer,condition,trial,targ_type,x,y,found
4,1,1,0,-0.48966225865342233,0.18373563361042083,4
4,1,1,0,-0.6147897079986088,0.37126083908140106,5
4,1,1,1,-0.2735330279662819,0.3360998630555923,6
4,1,1,0,-0.9105454973599588,-0.074111523912177,7
4,1,1,0,-0.6489153760018415,-0.1795944519896034,8
4,1,1,1,-0.7854180480147723,-0.9062546231896518,9
4,1,1,1,-0.6944162666728184,-1.480550564944529,10
4,1,1,1,-0.7626676026792838,-1.7618383731509992,11
4,1,1,0,-0.67166582133733,-1.2813050341316123,12
4,1,1,1,-0.626164930666353,-0.9882969005832059,13
4,1,1,0,0.4999821134403257,-0.8476529964799705,14
4,1,1,0,0.6933608987919777,-0.7656107190864168,15
4,1,1,0,0.863989238808141,-0.3436790067767111,16
4,1,1,0,1.0346175788243046,-0.19131477733153965,17
4,1,1,1,1.7057557162212142,-0.6718481163509266,18
4,1,1,1,1.6488796028824932,-0.777331044428353,19
4,1,1,1,1.1597450281694912,-1.3633473115251662,20
4,1,1,0,1.1597450281694912,-1.5039912156284014,21
4,1,1,0,1.3872494815243759,-1.3633473115251662,22
4,1,1,0,0.6706104534564892,-1.4219489382348476,23
4,1,1,1,0.22697676941446426,-1.3281863354993573,24
4,1,1,1,0.14735021074025462,-0.6835684416928628,25
4,1,1,0,0.13597498807251038,-0.20303510267347594,26
4,1,1,0,0.45448122276934877,0.007930753481376871,27
4,1,1,1,0.5454830041113027,-0.15615380130573084,28
4,1,1,1,0.6023591174500239,-0.3085180307509023,29
4,1,1,0,0.48860689077258157,-1.3750676368671024,30
4,1,2,0,0.22697676941446426,-1.3281863354993573,1
4,1,2,1,-0.6034144853308646,-1.7149570717832543,2
4,1,2,0,-1.0015472787019126,-1.000017225925142,3
4,1,2,1,-0.9219207200277031,-0.8593733218219068,4
4,1,2,1,-0.8195437160180049,-0.26163672938315724,5
4,1,2,0,-0.6489153760018415,-0.1795944519896034,6
4,1,2,1,-0.5124127039889107,-0.09755217459604952,7
4,1,2,0,-0.3531595866404915,-0.1444334759637946,8
4,1,2,1,-0.48966225865342233,0.18373563361042083,9
4,1,2,0,-0.5465383719921435,0.5587860445523813,10
4,1,2,1,-0.48966225865342233,0.25405758566203845,11
4,1,2,0,-0.6147897079986088,0.37126083908140106,12
4,1,2,1,-1.2063012867213088,1.156522636991131,13
4,1,2,0,-1.3769296267374722,1.2854462157524298,14
4,1,2,1,-1.615809302760101,1.5901746746427727,15
4,1,2,1,-1.8433137561149855,1.156522636991131,16
4,1,2,0,-2.0253173187988933,0.8049128767330429,17
4,1,2,1,-2.1163191001408475,0.6642689726298078,18
4,1,2,0,-1.9570659827924277,0.5119047431846363,19
4,1,2,0,-1.9229403147891955,0.9338364554943418,20
4,1,2,0,-1.7409367521052876,1.2854462157524298,21
4,1,2,1,-1.4110552947407051,1.0862006849395134,22
4,1,2,1,-0.7740428253470281,1.37920881848792,23
4,1,2,0,-0.7854180480147723,1.6839372773782628,24
4,1,2,1,-0.5579135946598877,1.4846917465653464,25
4,1,2,1,-0.1256551332856069,1.2151242637008122,26
4,1,2,0,0.07909887473378922,1.250285239726621,27
4,1,2,0,0.15872543340799886,1.695657602720199,28
4,1,2,0,0.1245997654047662,1.8480218321653705,29
4,1,2,0,-0.28490825063402614,1.906623458875052,30
4,1,3,0,-0.11427991061786269,-0.42572128417026495,1
4,1,3,1,0.14735021074025462,-0.6835684416928628,2
4,1,3,0,0.2838528827531853,-0.7421700684025442,3
4,1,3,1,0.4317307774338604,-0.6484074656670541,4
4,1,3,0,0.659235230788745,-0.5663651882735001,5
4,1,3,0,0.863989238808141,-0.3436790067767111,6
4,1,3,1,0.5454830041113027,-0.15615380130573084,7
4,1,3,1,0.45448122276934877,0.007930753481376871,8
4,1,3,0,1.4213751495276084,-0.06239119857024072,9
4,1,3,1,1.9105097242406102,0.46502344181689126,10
4,1,3,1,1.6943804935534699,0.4884640925007637,11
4,1,3,1,1.7626318295599355,0.1368543322426758,12
4,1,3,1,1.933260169576099,-0.03895054788636819,13
4,1,3,0,1.4896264855340737,0.5939470205781902,14
4,1,3,1,1.1256193601662585,0.5939470205781902,15
4,1,3,1,1.1483698055017468,0.3595405137394649,16
4,1,3,0,1.3303733681856547,0.9572771061782145,17
4,1,3,0,1.1369945828340027,1.7425389040879442,18
4,1,3,1,0.9436157974823508,1.906623458875052,19
4,1,3,1,0.4089803320983719,2.082428339004096,20
4,1,3,1,0.4431060001016046,1.7190982534040717,21
4,1,3,1,0.27247766008544116,1.5198527225911551,22
4,1,3,0,0.20422632407897578,1.2737258904104936,23
4,1,3,0,0.39760510943062766,0.629107996603999,24
4,1,3,0,0.7047361214597219,1.0393193835717682,25
4,1,3,0,0.8753644614758854,1.1682429623330672,26
4,1,3,1,0.6364847854532565,1.894903133533116,27
4,1,3,0,0.15872543340799886,1.695657602720199,28
4,1,3,0,-5.276839404203539e-4,1.6136153253266452,29
4,1,3,0,-0.10290468795011844,1.4612510958814737,30
4,1,4,0,0.010847538727323861,-0.29679770540896605,1
4,1,4,1,0.22697676941446426,-1.3281863354993573,2
4,1,4,0,0.09047409740153348,-1.9493635786219794,3
4,1,4,1,-0.33040914130500304,-2.066566832041342,4
4,1,4,1,-0.5579135946598877,-2.0079652053316606,5
4,1,4,1,-0.6034144853308646,-1.7149570717832543,6
4,1,4,0,0.15872543340799886,-1.7383977224671265,7
4,1,4,1,0.6706104534564892,-1.4219489382348476,8
4,1,4,1,0.8298635708049085,-1.2461440581058036,9
4,1,4,0,1.3644990361888871,-1.1992627567380585,10
4,1,4,1,1.1597450281694912,-1.3633473115251662,11
4,1,4,0,0.4317307774338604,-1.8321603252026168,12
4,1,4,1,1.0573680241597931,-1.0468985272928872,13
4,1,4,0,0.9322405748146066,-1.4336692635767838,14
4,1,4,1,0.8526140161403969,-1.5625928423380826,15
4,1,4,1,0.4999821134403257,-0.8476529964799705,16
4,1,4,0,0.4317307774338604,-0.6484074656670541,17
4,1,4,0,0.5454830041113027,-0.15615380130573084,18
4,1,4,0,0.26110243741769695,0.5470657192104451,19
4,1,4,1,0.1701006560757431,0.722870599339489,20
4,1,4,0,0.07909887473378922,1.250285239726621,21
4,1,4,1,-0.10290468795011844,1.4612510958814737,22
4,1,4,1,-0.43278614531470116,1.4964120719072826,23
4,1,4,1,-0.7854180480147723,1.6839372773782628,24
4,1,4,0,-1.2063012867213088,1.7776998801137531,25
4,1,4,1,-0.9560463880309357,1.7073779280621353,26
4,1,4,0,-0.7740428253470281,1.37920881848792,27
4,1,4,1,-0.37591003197597994,0.9338364554943418,28
4,1,4,1,0.27247766008544116,1.5198527225911551,29
4,1,4,1,0.6706104534564892,1.3674884931459839,30
4,1,5,1,-0.11427991061786269,-0.42572128417026495,1
4,1,5,0,0.14735021074025462,-0.6835684416928628,2
4,1,5,0,0.2838528827531853,-0.7421700684025442,3
4,1,5,1,0.863989238808141,-0.3436790067767111,4
4,1,5,1,0.4317307774338604,-0.6484074656670541,5
4,1,5,0,0.21560154674672002,-1.527431866312274,6
4,1,5,1,0.15872543340799886,-1.7383977224671265,7
4,1,5,1,0.09047409740153348,-1.9493635786219794,8
4,1,5,1,0.2838528827531853,-2.101727808067151,9
4,1,5,0,0.4317307774338604,-1.8321603252026168,10
4,1,5,0,0.8298635708049085,-1.2461440581058036,11
4,1,5,0,1.011867133488816,-1.8087196745187444,12
4,1,5,1,1.1711202508372354,-0.8828139725057794,13
4,1,5,1,0.954991020150095,-0.6835684416928628,14
4,1,5,0,0.6933608987919777,-0.7656107190864168,15
4,1,5,0,0.659235230788745,-0.5663651882735001,16
4,1,5,1,1.0346175788243046,-0.19131477733153965,17
4,1,5,0,1.4213751495276084,-0.06239119857024072,18
4,1,5,0,1.7171309388889584,-0.16787412664766713,19
4,1,5,0,1.9105097242406102,0.46502344181689126,20
4,1,5,1,1.6716300482179816,0.7463112500233616,21
4,1,5,0,1.3303733681856547,0.9572771061782145,22
4,1,5,0,1.6943804935534699,0.4884640925007637,23
4,1,5,1,1.6147539348792603,0.3478201883975286,24
4,1,5,0,0.9777414654855834,0.5939470205781902,25
4,1,5,1,0.7047361214597219,1.0393193835717682,26
4,1,5,0,0.8753644614758854,1.1682429623330672,27
4,1,5,0,1.1142441374985141,1.0744803595975772,28
4,1,5,0,1.262122032179189,0.7463112500233616,29
4,1,5,1,0.7502370121306987,0.9103958048104693,30
4,2,1,0,-0.11427991061786269,-0.42572128417026495,1
4,2,1,0,0.4317307774338604,-0.6484074656670541,2
4,2,1,0,0.22697676941446426,-1.3281863354993573,3
4,2,1,0,0.15872543340799886,-1.7383977224671265,4
4,2,1,1,0.4317307774338604,-1.8321603252026168,5
4,2,1,1,0.48860689077258157,-1.3750676368671024,6
4,2,1,0,0.9322405748146066,-1.4336692635767838,7
4,2,1,0,1.1597450281694912,-1.3633473115251662,8
4,2,1,1,1.3872494815243759,-1.3633473115251662,9
4,2,1,1,1.0573680241597931,-1.0468985272928872,10
4,2,1,1,0.954991020150095,-0.6835684416928628,11
4,2,1,0,0.6251095627855122,0.05481205484912194,12
4,2,1,0,0.6706104534564892,0.25405758566203845,13
4,2,1,0,0.9891166881533278,0.37126083908140106,14
4,2,1,1,1.2848724775146776,0.101693356216867,15
4,2,1,1,1.4213751495276084,-0.06239119857024072,16
4,2,1,1,1.7171309388889584,-0.16787412664766713,17
4,2,1,0,1.933260169576099,-0.03895054788636819,18
4,2,1,0,1.6716300482179816,0.7463112500233616,19
4,2,1,0,1.262122032179189,0.7463112500233616,20
4,2,1,1,1.1256193601662585,0.5939470205781902,21
4,2,1,0,1.1483698055017468,0.3595405137394649,22
4,2,1,0,0.9777414654855834,0.5939470205781902,23
4,2,1,0,0.5454830041113027,-0.15615380130573084,24
4,2,1,1,0.6023591174500239,-0.3085180307509023,25
4,2,1,1,0.45448122276934877,0.007930753481376871,26
4,2,1,1,0.27247766008544116,-0.074111523912177,27
4,2,1,1,0.13597498807251038,-0.20303510267347594,28
4,2,1,1,0.2838528827531853,-0.7421700684025442,29
4,2,1,0,0.6137343401177681,-0.9765765752412694,30
4,2,2,0,-0.11427991061786269,-0.42572128417026495,1
4,2,2,1,-0.3872852546437242,-0.5429245375896277,2
4,2,2,1,0.09047409740153348,-0.4726025855380101,3
4,2,2,1,0.13597498807251038,-0.20303510267347594,4
4,2,2,0,0.5454830041113027,-0.15615380130573084,5
4,2,2,1,0.4431060001016046,-0.4140009588283287,6
4,2,2,0,0.659235230788745,-0.5663651882735001,7
4,2,2,1,0.6933608987919777,-0.7656107190864168,8
4,2,2,1,0.8753644614758854,-0.9648562498993332,9
4,2,2,0,1.3644990361888871,-1.1992627567380585,10
4,2,2,1,1.3872494815243759,-1.3633473115251662,11
4,2,2,0,0.9322405748146066,-1.4336692635767838,12
4,2,2,0,0.8526140161403969,-1.5625928423380826,13
4,2,2,1,0.5682334494467911,-1.6446351197316367,14
4,2,2,0,0.21560154674672002,-1.527431866312274,15
4,2,2,1,0.22697676941446426,-1.3281863354993573,16
4,2,2,0,-0.6034144853308646,-1.7149570717832543,17
4,2,2,0,-1.1152995053793548,-1.750118047809063,18
4,2,2,0,-1.069798614708378,-1.925922927938107,19
4,2,2,1,-0.33040914130500304,-2.066566832041342,20
4,2,2,1,0.09047409740153348,-1.9493635786219794,21
4,2,2,0,0.2838528827531853,-2.101727808067151,22
4,2,2,0,0.8298635708049085,-1.2461440581058036,23
4,2,2,1,1.1256193601662585,-0.5312042122476914,24
4,2,2,0,0.6251095627855122,0.05481205484912194,25
4,2,2,1,0.6706104534564892,0.25405758566203845,26
4,2,2,0,0.6819856761242334,0.629107996603999,27
4,2,2,1,0.9777414654855834,0.5939470205781902,28
4,2,2,1,0.9891166881533278,0.37126083908140106,29
4,2,2,1,1.1483698055017468,0.3595405137394649,30
4,2,3,1,0.0222227613950681,-0.5780855136154364,1
4,2,3,0,0.6137343401177681,-0.9765765752412694,2
4,2,3,1,0.6933608987919777,-0.7656107190864168,3
4,2,3,0,0.659235230788745,-0.5663651882735001,4
4,2,3,0,0.6023591174500239,-0.3085180307509023,5
4,2,3,1,0.4431060001016046,-0.4140009588283287,6
4,2,3,1,0.4317307774338604,-0.19131477733153965,7
4,2,3,0,0.45448122276934877,0.007930753481376871,8
4,2,3,0,0.6706104534564892,0.25405758566203845,9
4,2,3,0,0.9777414654855834,0.5939470205781902,10
4,2,3,0,1.1483698055017468,0.3595405137394649,11
4,2,3,1,1.0346175788243046,-0.19131477733153965,12
4,2,3,0,1.1256193601662585,-0.5312042122476914,13
4,2,3,1,1.353123813521143,-0.6835684416928628,14
4,2,3,0,1.6488796028824932,-0.777331044428353,15
4,2,3,1,1.1711202508372354,-0.8828139725057794,16
4,2,3,1,1.0573680241597931,-1.0468985272928872,17
4,2,3,0,0.48860689077258157,-1.3750676368671024,18
4,2,3,1,0.15872543340799886,-1.7383977224671265,19
4,2,3,0,-0.33040914130500304,-2.066566832041342,20
4,2,3,0,-0.5579135946598877,-2.0079652053316606,21
4,2,3,0,-0.7626676026792838,-1.7618383731509992,22
4,2,3,0,-1.069798614708378,-1.925922927938107,23
4,2,3,0,-1.1152995053793548,-1.750118047809063,24
4,2,3,1,-0.67166582133733,-1.2813050341316123,25
4,2,3,1,-0.8536693840212377,-1.0351782019509508,26
4,2,3,0,-0.9787968333664242,-1.1992627567380585,27
4,2,3,0,-1.2518021773922858,-0.7890513697702891,28
4,2,3,1,-1.1152995053793548,-0.8007716951122255,29
4,2,3,1,-0.8195437160180049,-0.26163672938315724,30
4,2,4,1,0.010847538727323861,-0.29679770540896605,1
4,2,4,0,0.13597498807251038,-0.20303510267347594,2
4,2,4,1,0.27247766008544116,-0.074111523912177,3
4,2,4,0,0.2838528827531853,0.05481205484912194,4
4,2,4,1,0.4317307774338604,-0.19131477733153965,5
4,2,4,0,0.5454830041113027,-0.15615380130573084,6
4,2,4,0,0.6251095627855122,0.05481205484912194,7
4,2,4,0,0.6137343401177681,0.5119047431846363,8
4,2,4,1,0.6819856761242334,0.629107996603999,9
4,2,4,0,0.7502370121306987,0.9103958048104693,10
4,2,4,0,0.7047361214597219,1.0393193835717682,11
4,2,4,1,1.205245918840468,1.2620055650685573,12
4,2,4,0,1.1142441374985141,1.0744803595975772,13
4,2,4,0,1.4896264855340737,0.5939470205781902,14
4,2,4,1,0.9891166881533278,0.37126083908140106,15
4,2,4,0,1.262122032179189,0.7463112500233616,16
4,2,4,1,0.6706104534564892,0.25405758566203845,17
4,2,4,1,0.6023591174500239,-0.3085180307509023,18
4,2,4,1,0.659235230788745,-0.5663651882735001,19
4,2,4,1,0.6933608987919777,-0.7656107190864168,20
4,2,4,0,1.1711202508372354,-0.8828139725057794,21
4,2,4,0,1.353123813521143,-0.6835684416928628,22
4,2,4,1,1.3872494815243759,-1.3633473115251662,23
4,2,4,1,1.3644990361888871,-1.1992627567380585,24
4,2,4,0,0.954991020150095,-0.6835684416928628,25
4,2,4,0,0.863989238808141,-0.3436790067767111,26
4,2,4,1,1.6488796028824932,-0.777331044428353,27
4,2,4,1,1.7057557162212142,-0.6718481163509266,28
4,2,4,1,1.7626318295599355,0.1368543322426758,29
4,2,4,1,1.9105097242406102,0.46502344181689126,30
4,2,5,1,-0.2735330279662819,-0.6015261642993089,1
4,2,5,1,-0.48966225865342233,-1.0468985272928872,2
4,2,5,0,0.0222227613950681,-0.5780855136154364,3
4,2,5,1,-0.11427991061786269,-0.42572128417026495,4
4,2,5,0,-0.2735330279662819,-0.28507738006702976,5
4,2,5,0,-0.3531595866404915,-0.1444334759637946,6
4,2,5,1,-0.5124127039889107,-0.09755217459604952,7
4,2,5,1,-0.6489153760018415,-0.1795944519896034,8
4,2,5,1,-1.0242977240374012,0.1368543322426758,9
4,2,5,1,-1.3769296267374722,0.3478201883975286,10
4,2,5,1,-1.7864376427762645,0.4767437671588275,11
4,2,5,1,-1.9570659827924277,0.5119047431846363,12
4,2,5,0,-2.0821934321376143,0.46502344181689126,13
4,2,5,0,-2.1163191001408475,0.6642689726298078,14
4,2,5,0,-1.5475579667536357,0.7931925513911067,15
4,2,5,0,-1.7409367521052876,0.722870599339489,16
4,2,5,0,-1.9229403147891955,0.9338364554943418,17
4,2,5,0,-1.7409367521052876,1.2854462157524298,18
4,2,5,0,-1.615809302760101,1.5901746746427727,19
4,2,5,1,-1.5248075214181473,1.37920881848792,20
4,2,5,0,-1.5248075214181473,1.2854462157524298,21
4,2,5,0,-1.2063012867213088,1.156522636991131,22
4,2,5,1,-0.8877950520244704,0.30093888702978355,23
4,2,5,0,-0.48966225865342233,0.18373563361042083,24
4,2,5,0,-0.48966225865342233,0.25405758566203845,25
4,2,5,0,-0.2735330279662819,0.3360998630555923,26
4,2,5,1,0.15872543340799886,0.11341368155880327,27
4,2,5,0,0.27247766008544116,-0.074111523912177,28
4,2,5,1,0.4317307774338604,-0.19131477733153965,29
4,2,5,1,0.6706104534564892,0.25405758566203845,30
5,1,1,0,0.0222227613950681,-0.5780855136154364,1
5,1,1,0,0.2838528827531853,-0.7421700684025442,2
5,1,1,1,0.4317307774338604,-0.6484074656670541,3
5,1,1,0,0.5454830041113027,-0.15615380130573084,4
5,1,1,0,0.45448122276934877,0.007930753481376871,5
5,1,1,1,0.2838528827531853,0.05481205484912194,6
5,1,1,0,0.15872543340799886,0.11341368155880327,7
5,1,1,1,0.15872543340799886,0.5001844178427001,8
5,1,1,1,0.26110243741769695,0.5470657192104451,9
5,1,1,0,0.4317307774338604,0.7814722260491703,10
5,1,1,0,0.7047361214597219,1.0393193835717682,11
5,1,1,1,0.6706104534564892,1.3674884931459839,12
5,1,1,0,0.6364847854532565,1.894903133533116,13
5,1,1,1,0.4431060001016046,1.7190982534040717,14
5,1,1,0,0.15872543340799886,1.695657602720199,15
5,1,1,0,0.1245997654047662,1.8480218321653705,16
5,1,1,1,-0.0915294652823742,2.0238267122944147,17
5,1,1,1,-0.23940735996304924,2.0589876883202236,18
5,1,1,0,-0.28490825063402614,1.906623458875052,19
5,1,1,0,-0.21665691462756076,1.5901746746427727,20
5,1,1,0,-0.023278129275908836,1.3088868664363025,21
5,1,1,0,-0.37591003197597994,0.9338364554943418,22
5,1,1,1,-0.5010374813211665,1.0041584075459593,23
5,1,1,1,-0.7399171573437954,0.980717756862087,24
5,1,1,0,-1.217676509389053,0.9924380822040232,25
5,1,1,0,-1.4110552947407051,1.0862006849395134,26
5,1,1,1,-1.6044340800923569,1.1096413356233858,27
5,1,1,1,-1.8433137561149855,1.156522636991131,28
5,1,1,1,-1.9229403147891955,0.9338364554943418,29
5,1,1,1,-2.0253173187988933,0.8049128767330429,30
5,1,2,0,-0.11427991061786269,-0.42572128417026495,1
5,1,2,1,-0.2735330279662819,-0.6015261642993089,2
5,1,2,1,-0.48966225865342233,-1.0468985272928872,3
5,1,2,1,-0.626164930666353,-0.9882969005832059,4
5,1,2,0,-0.717166712008307,-1.1055001540025684,5
5,1,2,0,-0.8536693840212377,-1.0351782019509508,6
5,1,2,0,-0.9219207200277031,-0.8593733218219068,7
5,1,2,1,-1.26317740006003,-0.4140009588283287,8
5,1,2,0,-1.2404269547245417,-0.16787412664766713,9
5,1,2,0,-1.2290517320567973,0.4298624657910824,10
5,1,2,1,-1.2973030680632627,0.6173876712620627,11
5,1,2,0,-1.5475579667536357,0.7931925513911067,12
5,1,2,0,-1.7409367521052876,0.722870599339489,13
5,1,2,1,-1.9570659827924277,0.5119047431846363,14
5,1,2,0,-2.0253173187988933,0.8049128767330429,15
5,1,2,1,-1.9229403147891955,0.9338364554943418,16
5,1,2,1,-1.8433137561149855,1.156522636991131,17
5,1,2,1,-1.7409367521052876,1.2854462157524298,18
5,1,2,0,-1.615809302760101,1.5901746746427727,19
5,1,2,0,-1.513432298750403,1.555013698616964,20
5,1,2,1,-1.3086782907310068,1.3674884931459839,21
5,1,2,0,-1.2063012867213088,1.156522636991131,22
5,1,2,1,-1.5248075214181473,1.2854462157524298,23
5,1,2,1,-1.2063012867213088,1.7776998801137531,24
5,1,2,1,-1.069798614708378,1.906623458875052,25
5,1,2,0,-0.9446711653631914,1.9417844349008608,26
5,1,2,0,-0.5920392626631203,1.7659795547718167,27
5,1,2,1,-0.5579135946598877,1.4846917465653464,28
5,1,2,1,-0.43278614531470116,1.4964120719072826,29
5,1,2,0,-0.023278129275908836,1.3088868664363025,30
5,1,3,1,-0.11427991061786269,-0.42572128417026495,1
5,1,3,0,0.0222227613950681,-0.5780855136154364,2
5,1,3,1,0.14735021074025462,-0.6835684416928628,3
5,1,3,1,0.4317307774338604,-0.6484074656670541,4
5,1,3,0,0.659235230788745,-0.5663651882735001,5
5,1,3,0,0.6933608987919777,-0.7656107190864168,6
5,1,3,1,0.8753644614758854,-0.9648562498993332,7
5,1,3,0,0.8298635708049085,-1.2461440581058036,8
5,1,3,0,0.5682334494467911,-1.6446351197316367,9
5,1,3,0,0.15872543340799886,-1.7383977224671265,10
5,1,3,1,0.2838528827531853,-2.101727808067151,11
5,1,3,0,-0.33040914130500304,-2.066566832041342,12
5,1,3,0,-0.5579135946598877,-2.0079652053316606,13
5,1,3,0,-0.8650446066889819,-1.44538958891872,14
5,1,3,1,-0.717166712008307,-1.1055001540025684,15
5,1,3,0,-0.8536693840212377,-1.0351782019509508,16
5,1,3,0,-0.7854180480147723,-0.9062546231896518,17
5,1,3,1,-0.2735330279662819,-0.6015261642993089,18
5,1,3,0,-0.2735330279662819,-0.28507738006702976,19
5,1,3,0,-0.3531595866404915,-0.1444334759637946,20
5,1,3,0,-0.3986604773114684,-0.24991640404122098,21
5,1,3,1,-0.5124127039889107,-0.09755217459604952,22
5,1,3,0,-0.6944162666728184,0.18373563361042083,23
5,1,3,1,-0.8877950520244704,0.30093888702978355,24
5,1,3,1,-1.3769296267374722,0.3478201883975286,25
5,1,3,0,-1.2973030680632627,0.6173876712620627,26
5,1,3,1,-1.2973030680632627,0.7814722260491703,27
5,1,3,0,-1.2063012867213088,1.156522636991131,28
5,1,3,0,-1.3769296267374722,1.2854462157524298,29
5,1,3,1,-1.5248075214181473,1.37920881848792,30
5,1,4,0,-0.11427991061786269,-0.42572128417026495,1
5,1,4,1,0.09047409740153348,-0.4726025855380101,2
5,1,4,1,0.14735021074025462,-0.6835684416928628,3
5,1,4,0,0.2838528827531853,-0.7421700684025442,4
5,1,4,1,0.4317307774338604,-0.6484074656670541,5
5,1,4,1,0.659235230788745,-0.5663651882735001,6
5,1,4,0,0.6933608987919777,-0.7656107190864168,7
5,1,4,0,0.6137343401177681,-0.9765765752412694,8
5,1,4,1,0.8298635708049085,-1.2461440581058036,9
5,1,4,0,0.9322405748146066,-1.4336692635767838,10
5,1,4,0,0.8526140161403969,-1.5625928423380826,11
5,1,4,1,0.48860689077258157,-1.3750676368671024,12
5,1,4,0,0.4431060001016046,-0.4140009588283287,13
5,1,4,1,0.27247766008544116,-0.074111523912177,14
5,1,4,1,0.2838528827531853,0.05481205484912194,15
5,1,4,0,0.45448122276934877,0.007930753481376871,16
5,1,4,0,0.5454830041113027,-0.15615380130573084,17
5,1,4,1,0.6933608987919777,-0.1444334759637946,18
5,1,4,0,1.0346175788243046,-0.19131477733153965,19
5,1,4,1,1.4213751495276084,-0.06239119857024072,20
5,1,4,1,1.933260169576099,-0.03895054788636819,21
5,1,4,1,1.7057557162212142,-0.6718481163509266,22
5,1,4,0,1.6488796028824932,-0.777331044428353,23
5,1,4,1,1.3872494815243759,-1.3633473115251662,24
5,1,4,0,0.6706104534564892,-1.4219489382348476,25
5,1,4,1,0.15872543340799886,-1.7383977224671265,26
5,1,4,0,0.09047409740153348,-1.9493635786219794,27
5,1,4,1,-0.6034144853308646,-1.7149570717832543,28
5,1,4,0,-0.7626676026792838,-1.7618383731509992,29
5,1,4,0,-0.8650446066889819,-1.44538958891872,30
5,1,5,1,0.0222227613950681,-0.5780855136154364,1
5,1,5,0,0.14735021074025462,-0.6835684416928628,2
5,1,5,0,0.4999821134403257,-0.8476529964799705,3
5,1,5,0,0.8753644614758854,-0.9648562498993332,4
5,1,5,0,1.1711202508372354,-0.8828139725057794,5
5,1,5,1,1.353123813521143,-0.6835684416928628,6
5,1,5,1,1.6488796028824932,-0.777331044428353,7
5,1,5,0,1.2848724775146776,0.101693356216867,8
5,1,5,1,1.4782512628663296,0.21889660963622964,9
5,1,5,0,1.7626318295599355,0.1368543322426758,10
5,1,5,0,1.933260169576099,-0.03895054788636819,11
5,1,5,0,1.9105097242406102,0.46502344181689126,12
5,1,5,1,1.6716300482179816,0.7463112500233616,13
5,1,5,0,1.3303733681856547,0.9572771061782145,14
5,1,5,1,1.262122032179189,0.7463112500233616,15
5,1,5,0,1.1256193601662585,0.5939470205781902,16
5,1,5,0,1.1483698055017468,0.3595405137394649,17
5,1,5,1,1.0573680241597931,0.7931925513911067,18
5,1,5,0,0.7047361214597219,1.0393193835717682,19
5,1,5,1,0.8753644614758854,1.1682429623330672,20
5,1,5,0,1.1142441374985141,1.0744803595975772,21
5,1,5,1,1.205245918840468,1.2620055650685573,22
5,1,5,0,0.6706104534564892,1.3674884931459839,23
5,1,5,1,0.48860689077258157,1.37920881848792,24
5,1,5,0,0.20422632407897578,1.2737258904104936,25
5,1,5,1,0.07909887473378922,1.250285239726621,26
5,1,5,1,-0.1256551332856069,1.2151242637008122,27
5,1,5,0,-0.36453480930823573,1.1448023116491948,28
5,1,5,0,-0.37591003197597994,0.9338364554943418,29
5,1,5,1,-0.5579135946598877,0.8400738527588517,30
5,2,1,0,0.09047409740153348,-0.4726025855380101,1
5,2,1,0,0.0222227613950681,-0.5780855136154364,2
5,2,1,0,0.14735021074025462,-0.6835684416928628,3
5,2,1,0,0.4317307774338604,-0.6484074656670541,4
5,2,1,0,0.4999821134403257,-0.8476529964799705,5
5,2,1,0,0.6137343401177681,-0.9765765752412694,6
5,2,1,1,0.8753644614758854,-0.9648562498993332,7
5,2,1,1,0.8298635708049085,-1.2461440581058036,8
5,2,1,1,0.4317307774338604,-1.8321603252026168,9
5,2,1,0,0.09047409740153348,-1.9493635786219794,10
5,2,1,0,-0.33040914130500304,-2.066566832041342,11
5,2,1,0,-0.5579135946598877,-2.0079652053316606,12
5,2,1,1,-0.8991702746922146,-1.8321603252026168,13
5,2,1,0,-0.9787968333664242,-1.1992627567380585,14
5,2,1,1,-0.8536693840212377,-1.0351782019509508,15
5,2,1,1,-1.0015472787019126,-1.000017225925142,16
5,2,1,1,-1.2518021773922858,-0.7890513697702891,17
5,2,1,1,-1.6271845254278452,-0.6366871403251178,18
5,2,1,1,-2.059442986802126,-0.7304497430606078,19
5,2,1,0,-2.1163191001408475,0.1368543322426758,20
5,2,1,0,-2.207320881482801,0.324379537713656,21
5,2,1,1,-2.207320881482801,0.4767437671588275,22
5,2,1,1,-2.1163191001408475,0.6642689726298078,23
5,2,1,1,-2.0253173187988933,0.8049128767330429,24
5,2,1,1,-1.6044340800923569,1.1096413356233858,25
5,2,1,0,-1.7409367521052876,1.2854462157524298,26
5,2,1,1,-1.5248075214181473,1.2854462157524298,27
5,2,1,1,-1.3769296267374722,1.2854462157524298,28
5,2,1,1,-1.3086782907310068,1.3674884931459839,29
5,2,1,1,-1.2063012867213088,1.156522636991131,30
5,2,2,1,-0.11427991061786269,-0.42572128417026495,1
5,2,2,0,0.0222227613950681,-0.5780855136154364,2
5,2,2,1,0.14735021074025462,-0.6835684416928628,3
5,2,2,1,0.2838528827531853,-0.7421700684025442,4
5,2,2,0,0.4999821134403257,-0.8476529964799705,5
5,2,2,0,0.6933608987919777,-0.7656107190864168,6
5,2,2,0,0.6023591174500239,-0.3085180307509023,7
5,2,2,1,0.6933608987919777,-0.1444334759637946,8
5,2,2,0,1.0346175788243046,-0.19131477733153965,9
